25,Pip Kelly's Collection,,30/01/12 15:12,91,Diprotodon ,Diprotodon optatum ,"This <i>Diprotodon optatum</i> skull, found at Ned's Gully in the eastern Darling Downs of Queensland, is estimated to be around 45,000 years old. Measuring nearly two metres tall, three metres long and weighing over two tonnes, Diprotodon was a massive wombat-like creature that walked with a pigeon-toed gait. Diprotodon was the world's largest marsupial, and part of the unique species called megafauna that lived after the age of dinosaurs, 1.6 to 40,000 million years ago. The name megafauna means 'large animal' and that's exactly what they were -gigantic versions of many of the animals we see today.",,Diprotodon. 007.jpg,,
25,Pip Kelly's Collection,,30/01/12 15:12,45,Chair ,,"This openwork pattern chair is believed to have been made by Allied prisoners of war working on the Thai-Burma Railway, some time during their incarceration by Japanese military forces between 1942 and 1945. An excellent example of the ingenuity, creativity and resourcefulness of the POWs, it is one of two similar chairs recovered from the region by an Australian member of the occupation forces at the end of World War 11.",H46835,db4925,,
26,Sarah Armatys's Collection,,31/01/12 13:41,10,Aviator goggles ,,"Made circa 1917, this pair of aviator goggles belonged to Squadron Leader Herbert John Louis Hinkler, better known as Bert Hinkler. Born in Bundaberg, Hinkler was a pioneer of Australian aviation. He served in the Royal Naval Air Service and RAF in Europe during World War 1, earning a Distinguished Service Medal. Hinkler is recognised as the first person in history to complete a solo flight from England to Australia, a record he accomplished in 1928. In 1931, Hinkler became the first person to fly solo across the South Atlantic. ",H43683,goggles_v1.jpg,,
26,Sarah Armatys's Collection,,31/01/12 13:41,11,Jardine family cannon ,,"This cannon, or swivel gun, was recovered from a gully within Bertiehaugh Station, an expansive cattle property in northern Queensland established by Frank Jardine in 1886-7, which was home to the Tepathighi people. In 1893, newspapers reported conflicts between Aboriginal locals and native police and farm workers in the area, naming the conflict 'The Battle of Bertie Haugh'. A 12-inch swivel gun, perhaps this one, was reported as an item in the Bertiehaugh Station armoury. Many outback stations in Queensland kept weapons like these during the period of frontier violence that forms a significant part of Queensland's rural and agricultural history.",H10505,db5079,,
26,Sarah Armatys's Collection,,31/01/12 13:41,15,Harlequin hat ,,"This hat is part of a Harlequin costume worn in the World Expo 88 parades in Brisbane.  There were a number of Harlequins in the parade, with variations of the same costume. The parade, produced by Mike Mullins, ran twice daily for the duration of the Expo. The lunchtime parade featured floats of giant food items, while the evening parade was themed around fantasy. The floats were accompanied by a troupe of performers, called the Expo City Ensemble. After Expo 88, many of these costumes, including this harlequin hat, were sold to the Darling Harbour Authority and used in public entertainment at Darling Harbour, Sydney.",H42435,db5834,,
26,Sarah Armatys's Collection,,31/01/12 13:41,8,X-Ray tube ,,"This is an extremely rare and fine example of early X-ray technology. The cathode X-ray tube was amongst the first pieces of radiological equipment ever developed. The cathode, being concave, focuses an electron beam to a small spot on the anticathode. This excites atoms in the anticathode, which relax by emitting X-ray photons. X-rays emerge from the side of the tube and since they emanate from a small spot on the anticathode, X-ray images are sharp. The glass becomes discoloured due to radiation damage. Tubes of this kind were used in medicine and for further X-ray experimentation.",H22579,pw716 ??,,
26,Sarah Armatys's Collection,,31/01/12 13:41,7,Omnibus,,This double-decker horse-drawn bus was made in the 1890s and used in the Chermside-Windsor area between 1912 and 1915. Four to six horses pulled the bus.,H8062.1,PW552 ??,,
26,Sarah Armatys's Collection,,31/01/12 13:41,125,Percussion cap from Burke and Wills Plant Camp ,,"In June 2009, Queensland Museum staff were invited to participate in an excavation to investigate claims that a remote location in western central Queensland was campsite 46R of Burke and Wills, also known as the 'Plant Camp', where, in a last-ditch effort to survive, they buried (planted) non-essential items. The project recovered 162 objects, including percussion caps, bullets, pen nibs, buttons, glass fragments, screws and a glass fragment that may be from the sun filter of a sextant.",,percussion_cap_jw_db3773,,
26,Sarah Armatys's Collection,,31/01/12 13:41,99,Dugong (Sea Cow),Dugong dugon,"Easily identified by their distinctive trunk-like upper lip, Dugongs grow to approximately three metres long, and weigh between 200 and 400 kilograms at full maturity.  Dugongs feed on seagrasses and occasionally sea squirts.  During their long life (sometimes 70 years!) females give birth only a few times.  A significant proportion of the world's Dugong population is found in the warm waters off the Queensland Coast from the Gulf of Carpentaria, along the Great Barrier Reef down to Moreton Bay.  While no longer hunted, Dugongs are threatened with numbers declining as a result of habitat loss, boat propeller strikes and entanglement and drowning in gill-nets.",,db4957.tif,,
26,Sarah Armatys's Collection,,31/01/12 13:41,97,Short-legged Velvet Mites,Trombidioidea,"Despite their abundance and diversity, most people are blissfully unaware that mites, including the Short-legged Velvet Mite (Trombidioidea), exist almost everywhere around them. Mites, and their parasitic cousins, ticks, are the largest group in the eight-legged arachnid group but the smallest in size. Most of the 45,000 plus species measure less than 1 millimetre in length. Many mites are intricately patterned and camouflaged, and can live in the most incredible places on animals, including; the lungs of snakes, the glands of turtles, in the breathing tubes of bees, eyeballs of bats, ears of moths, and inside the quills of birds.",,trombidioidea_og605_jw_LC_etched.jpg,,
26,Sarah Armatys's Collection,,31/01/12 13:41,81,Ragged Sea Hare ,Bursatella leachii,"The Ragged Sea Hare is a completely shell-less mollusc that can be found amongst sea grass beds or algae in the shallow water of Moreton Bay. As part of the sea slug group, its common name has nothing to do at all with speed - rather from its appearance when viewed head on, thanks to a large upper pair of tentacles (rhinophores) that look like rabbit ears on top of its head. Interestingly, as a hermaphrodite (having both male and female reproductive organs), the Sea Hare can potentially mate with any other mature member of the same species.",,bursatella_leachii_jw_da_4298_v4_sharpened.jpg,,
26,Sarah Armatys's Collection,,31/01/12 13:41,66,Dodd Specimen,,"This arrangement of butterflies is part of the F.P. & A.P. Dodd Collection of Tropical Insects. Frederick Parkhurst Dodd (1861-1937) was an iconic figure in Australian entomology, known as the 'Butterfly Man of Kuranda'. The Jezebels (<i>Delias</i> spp.) in this case were collected by his third son, Alan Parkhurst Dodd (1896-1981), also an accomplished entomologist, during trips to New Guinea in 1949, 1955 and 1962. They were arranged to complement his father's original collection.  Jezebels are numerous in the mountains of New Guinea.  Alan pinned the specimens upside down to show their colourful undersides.",,dodd_collection_417b_v1.tif,,
26,Sarah Armatys's Collection,,31/01/12 13:41,29,Cotton-reel bookshelf,,"This bookshelf is an example of how Queenslanders creatively reused materials to fulfil household requirements without spending money. The use of recycled materials as improvised furniture was common in the Queensland bush, particularly in the 1930s Great Depression. This item has been made using wooden planks and cotton reels, held together with wire and nails. Some of the wooden planks have indistinct text printed on them, indicating they were formerly parts of a packing box. The shelving has been painted blue, suggesting pride was taken in its creation and use.",H26644,db2438,,
27,kaori's Collection,,4/02/12 15:37,86,Cane Toad,Rhinella marina,"In 1935, the Cane Toad was introduced in Queensland to control cane beetles in sugar cane crops. Cane Toads have spread rapidly from their release sites and have now become a pest in their own right. They have a toxic cocktail of substances in their skin and have a large secretory gland behind each ear. These toxins are also present in their body tissues, eggs and tadpoles, and are lethal to most native vertebrates when ingested. Only a few native animals can ingest Cane Toads and survive, amongst these are the Snapping Turtle, Freshwater Snake and Saltwater Crocodile.",,bufo_marinus_mg344.jpg,,
28,kelly's Collection,,5/02/12 12:39,136,Bomber headdress,,This dance headdress was made by respected Torres Strait artist James Eseli in 1988. Eseli drew on his experiences during World War II to choreograph a dance that features distinctive headdresses of bombers and fighter planes taking off from Nurupai (Horn Island) on their way to Japanese targets in New Guinea.   ,,db6133_v1,,sam was here 2012 [kiwi]
28,kelly's Collection,,5/02/12 12:39,78,Spotted-tail Quoll ,Dasyurus maculatus,"The Spotted-tailed Quoll is a nocturnal marsupial found in wet eucalypt forest and rainforest in the north Queensland tablelands and eastern Australia, from south-east Queensland to Tasmania. Due to introduced pests and development, the Spotted-tailed Quoll is almost certainly extinct in metropolitan Brisbane. They are avid hunters and decapitated or throttled birds are usually evidence that Spotted-tailed Quolls have been in pursuit of their prey. They have a distinct big toe on each of their hind feet that lacks a protective nail. They also have a unique call, sounding eerily similar to the short burst of a circular saw starting.",,spec_quoll.jpg,,the kellys were here 
29,John's Collection,"because they arre blue\
",13/02/12 16:24,9,Milk jug cover,,"This milk jug cover, made from white synthetic netting mounted onto a padded satin base, was made and exhibited by Mrs Mary Dwyer in the 1960s. Mary Elizabeth Dwyer nee Hogan (1894-1993) of Wetalla, north of Toowoomba began her show career in 1930 and over the next 40 years earned enough in prize money to educate her three sons for professional careers. Mrs Dwyer excelled at eyelet embroidery, shadow work, applique and satin stitch, achieving a 'fairy fineness' that can be further appreciated with the help of a magnifying glass.",H26840,n/a,,"lots of work making that\
"
29,John's Collection,"because they arre blue\
",13/02/12 16:24,67,Bull Shark ,Carcharhinus leucas ,"Bull sharks have a blunt snout, a stocky body and broadly triangular serrated teeth in their upper jaw.  At full maturity, these powerful predators can attain over three metres, and 200 kilograms. The Bull Shark (<i>Carcharhinus leucas</i>) has a diet of bony fish, turtles, birds, squid, other sharks, dolphins and terrestrial mammals (occasionally including humans).  In the murky water, where they are usually found, they often use a testing 'bump and bite' technique before seriously attacking their prey.   Occurring in all tropical to warm temperate seas, Bull Sharks tolerate both salt and fresh water. Juveniles generally head up-river to avoid large sharks and take advantage of abundant food resources.  ",,Carcharhinus leucas_2008-05-07_IBanks.bmp,Ian Banks,why is the water blue ?
29,John's Collection,"because they arre blue\
",13/02/12 16:24,75,Yellow-tailed Black Cockatoo,Calyptorhynchus funereus,"The Yellow-tailed Black Cockatoo is common across Queensland in well-vegetated areas from the coast to the mountain ranges. This species of bird is also a often seen in Brisbane, moving amongst the parks and gardens throughout the city. With its creaky, high-pitched screeches and chuckling calls, the appearance of the Yellow-tailed Black Cockatoo was once thought to be associated with the coming of rain, hence its occasional moniker, the Rainbird. Their sharp, narrow beaks are well suited to extracting seeds from pine cones or banksias or hooking out wood-boring beetle larvae from deep inside eucalypt or wattle branches.",,calyptorhynchus_funereus_ps108_rv.jpg,,why is the sky blue ?
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,1,Joy Toy teddy bear,,"In the early 1920s George Kirby established Joy Toys, the first Australian company to mass-produce toys.  Joy Toys made teddy bears, wooden toys and cloth dolls, based on traditional European and British designs, in their South Yarra factory, Victoria. This Joy Toy teddy bear was donated to the Queensland Museum in 2006.  While the exact date of manufacture is unknown, its articulated neck, shoulder and hips indicate it was manufactured before 1960.",H44565,db4630,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,3,Fire Brigade quadricycle,,"Used by the New Farm Volunteer Fire Brigade, this red, four-wheeled vehicle was built in 1912 by Howards Ltd.  The Fire Brigade quadricycle carried a box for fire fighting equipment and an attachment for towing a hand reel hose cart. The New Farm Volunteer Fire Brigade was established in 1889 in Moray Street. Originally equipped with just two hand-drawn hose reels, the Brigade eventually built a tall lookout tower and station, complete with a loud bell to rouse their members in event of a fire. The Brigade disbanded in 1923, one year after members started receiving payment for their efforts.  ",H1931,ob468 ??,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,4,Dinmore water filter,,"This water filter, complete with lid, dripstone filters and brass tap, was manufactured by the Dinmore Brick & Tile Company in 1888 for John Simmonds. Simmonds, an English stonemason, arrived in Brisbane in 1880, establishing the J. Simmonds Monumental Works in Ann Street soon after. This 8 gallon, barrel-shaped filter, made for sale in his shop, was fitted with dripstone filters made by Simmonds. Dinmore Brick & Tile Company was formed in 1884 by a group of Brisbane investors. Based in Ipswich, it was a major supplier of domestic pottery until it closed during World War 1.",H12456, dinmore_b_and_t_water_filter_042_ph796.jpg (PH796),,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,6,Longcase clock ,,"This longcase clock case was made by John Mason and the eight-day clock with movement made by the Swiss manufacturing firm 'Tegus'. This case includes about 10,000 pieces of timber and took about 18 months to complete. All the timber was procured in the Maryborough and Dundowran districts. John Mason was born in Maryborough where he served his apprenticeship in cabinet-making with Popp Bros. In 1907-29 he taught cabinet-making at the Maryborough Technical College, while continuing to work part-time for the Popp firm. His most spectacular pieces of furniture were made in his spare time for his own family, using local timbers in inlay patterns of his own design. ",H8453,pw516,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,12,Bluebell Golden Honey Comb sample bag,,"This sample bag advertises Bluebell Golden Honeycomb, a product of Brisbane's Bell Confectionary Company. Show bags, with samples of the wares of many different manufacturers and organisations, have been a distinctive feature of the Royal Queensland Show (the Ekka) for many years. The Ekka is a 10 day annual festival and for the people of Brisbane it has been a major feature of the calendar for over 130 years, with many attending year after year. This bag is one of over 50 sample bags in the Queensland Museum collection.",H1875,db3697,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,14,Cloche-style hat ,,"This hat was designed in the 1960s for Mrs Cia Coronea by Patrick Ogilvie, who fashioned hats for women all over Queensland for 50 years. Ogilvie began his working life as an accountant but at 21 he trained and worked in millinery in Sydney before returning to Brisbane to begin his business in 1947. From 1948 he was based in fashionable Rowe's Arcade, Elizabeth St. In 1972 Ogilvie closed the Rowe's Arcade premises and moved to Indooroopilly. Ogilvie hats incorporated international fashion trends but more importantly, each hat was a one-off that matched the personality of its wearer.",H23326,db5830,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,20,Ellis Rowan painting - Giant Waterlily ,,"Ellis Rowan was one of Australia's most celebrated botanical artists. An adventurous, emancipated woman, she trekked to remote parts of Australia and New Guinea in search of subjects to paint. She found the tropical flowers 'more beautiful than all' and made six visits to Queensland between the years 1887 and 1913. This painting is one of a collection of 125 paintings acquired in 1912 by the Queensland Government from the artist's exhibition in Brisbane. It features the Giant Petaltail Dragonfly with the Giant Waterlily (<i>Nymphaea pubescens</i>), found in Queensland and parts of New Guinea.",H20461.64,,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,22,"Ellis Rowan painting - \
 Ulysses Butterfly",,"Ellis Rowan was one of Australia's most celebrated botanical artists. An adventurous, emancipated woman, she trekked to remote parts of Australia and New Guinea in search of subjects to paint. She found the tropical flowers 'more beautiful than all' and made six visits to Queensland between the years 1887 and 1913. This painting is one of a collection of 125 paintings acquired in 1912 by the Queensland Government from the artist's exhibition in Brisbane.",H20461.107,,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,34,Ball gown,,"This elaborate gown was designed and made by Mrs Janet Walker, Brisbane's leading 19th century costumier.  Janet Walker offered both made to measure and ready to wear garments, ensuring the individuality of gowns by only importing just enough fabric, trimming and lace to make that piece. From 1882 until her retirement in 1938, her designs were worn by elite clientele to society weddings, balls, receptions and government events.  This gown was worn by Mrs Barbara Jane Drury, wife of Edward Robert Drury, former manager of the Queensland National Bank.",H42023,db3338,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,43,Portable altar set,,"This portable silver-plated altar set from the Darling Downs region was made in the late 19th century. Sometimes called 'sick call sets', these kits would be kept at remote homesteads so that visiting priests would have the necessary implements to hand for blessings or sacraments when there was no church nearby.  The kit includes a crucifix, a candelabrum, plates, an oil bowl and an anointing brush.",H27692,db4906,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,59,Richmond Birdwing,Ornithoptera richmondia,"The Richmond Birdwing is one of Australia's largest and most spectacular butterflies. The drab-coloured females are huge, with a wingspan of nearly 15 centimetres, but it's the black and metallic green males that are truly eye-catching. The Richmond Birdwing occurs only in rainforest in south-east Queensland and north-east New South Wales. The distribution of the Richmond Birdwing has contracted to less than half its former range due the clearing of rainforest, especially in the lowlands. Programs to replant the food plants of the caterpillars are attempting to reverse the decline of this beautiful butterfly.",,cosmozosteria_subzonata_pj968_jw.jpg,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,65,Whitewater Rockmaster,Diphlebia lestoides,"There are five species of rockmaster damselflies (<i>Diphlebia</i> spp.), all of which occur in eastern Australia with a single species extending into New Guinea. In Queensland the Whitewater Rockmaster is found only along mountain streams of the extreme south-east. Most damselflies rest with their wings held close together over their abdomens but rockmasters rest with their wings outstretched like dragonflies. The spectacular blue males defend territories along streams, flying low over the water and frequently perching on rocks. Females are dull olive green with black markings. Rockmaster damselfly nymphs are fierce predators living in streams and rivers underneath rocks.",,diphlebia_lestoides_tillyardi_of015_jw.jpg,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,66,Dodd Specimen,,"This arrangement of butterflies is part of the F.P. & A.P. Dodd Collection of Tropical Insects. Frederick Parkhurst Dodd (1861-1937) was an iconic figure in Australian entomology, known as the 'Butterfly Man of Kuranda'. The Jezebels (<i>Delias</i> spp.) in this case were collected by his third son, Alan Parkhurst Dodd (1896-1981), also an accomplished entomologist, during trips to New Guinea in 1949, 1955 and 1962. They were arranged to complement his father's original collection.  Jezebels are numerous in the mountains of New Guinea.  Alan pinned the specimens upside down to show their colourful undersides.",,dodd_collection_417b_v1.tif,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,75,Yellow-tailed Black Cockatoo,Calyptorhynchus funereus,"The Yellow-tailed Black Cockatoo is common across Queensland in well-vegetated areas from the coast to the mountain ranges. This species of bird is also a often seen in Brisbane, moving amongst the parks and gardens throughout the city. With its creaky, high-pitched screeches and chuckling calls, the appearance of the Yellow-tailed Black Cockatoo was once thought to be associated with the coming of rain, hence its occasional moniker, the Rainbird. Their sharp, narrow beaks are well suited to extracting seeds from pine cones or banksias or hooking out wood-boring beetle larvae from deep inside eucalypt or wattle branches.",,calyptorhynchus_funereus_ps108_rv.jpg,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,84,Eastern Sedgefrog,Litoria fallax,"The small green to pale brown Eastern Sedgefrog is found coastally from north Queensland to southern New South Wales and frequents a wide range of habitats, excluding rainforests. They are common in suburban gardens and favour vegetation surrounding water.  Eastern Sedgefrogs lay their eggs in small clumps attached to aquatic vegetation on the surface of the water. Interestingly, the tadpoles grow to about 30 millimetres in length, making them larger in size than the adult frogs, which only grow to about 15 to 25 millimetres. These frogs have a distinctive call, best described as a long 'wreeeek' followed by two 'pips'.",,litoria_fallax_jw_da0533.jpg,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,117,Christmas Beetle,Anoplognathus boisduvalli,"Often heralding the arrival of the festive season, Christmas beetles often appear en masse in late spring and early summer. There are 34 Australian species of Christmas beetles (species of <i>Anoplognathus</i>). They come in a variety of colours, including iridescent greens and golds, and many species wouldn't look out of place on a Christmas tree. When they are in large numbers Christmas beetles can completely defoliate trees in a short-time. Repeated outbreaks of beetles over a number of years can even result in the death of trees.",,anoplognathus_boisduvali_nq262_jw.jpg,,
30,rosemary phillips's Collection,"like seeeing them\
",16/02/12 12:01,127,The Investigator Tree,,"This <i>Celtis paniculata</i> (Native Hackberry or Silky Celtis) carved tree trunk was recovered from Sweers Island, Gulf of Carpentaria. The trunk bears engravings made by European explorers who visited the island during the 19th century, including 'Investigator' carved by members of Matthew Flinder's <i>HMS Investigator</i> crew in 1802, 'Beagle' carved by Lieutenant John Stokes <i>HMS Beagle</i> in 1841, re-inscription of 'Investigator' by the crew of AC Gregory's North Australian Expedition in 1856, and William Landsborough's 1861 expedition while they searched for lost explorers Burke and Wills. The tree was cut down in 1888 and donated to the Queensland Museum in 1889.",,investigator_tree_jw_da8633,,
31,allysha's Collection,"they are cute and i love history and animals\
",18/02/12 11:08,110,Paralysis Tick,Ixodes holocyclus,"The body of the adult Paralysis Tick can expand anywhere between 200 to 600 times its weight to accommodate large volumes of blood.  To find a host, the tick climbs through leaves and shrubbery searching for a prime position, ready to latch on as soon as a host comes into reach.  Males rarely feed on a host, preferring instead to drink directly from a female.  While the saliva of a Paralysis Tick contains an anti-coagulant, it also contains toxins that have the capacity to paralyse and ultimately kill its host.  Native animals, such as koalas and echidnas, have become immune to these toxins.",,ixodes_holocyclus_og946_jw.jpg,,"stay awayy!!!!!\
\
\
"
31,allysha's Collection,"they are cute and i love history and animals\
",18/02/12 11:08,34,Ball gown,,"This elaborate gown was designed and made by Mrs Janet Walker, Brisbane's leading 19th century costumier.  Janet Walker offered both made to measure and ready to wear garments, ensuring the individuality of gowns by only importing just enough fabric, trimming and lace to make that piece. From 1882 until her retirement in 1938, her designs were worn by elite clientele to society weddings, balls, receptions and government events.  This gown was worn by Mrs Barbara Jane Drury, wife of Edward Robert Drury, former manager of the Queensland National Bank.",H42023,db3338,,"i wish  lived in that era\
"
31,allysha's Collection,"they are cute and i love history and animals\
",18/02/12 11:08,70,Gould's Wattled Bat,Chalinolobus gouldi,"Gould's Wattled Bat is named after famous 19th century English naturalist, John Gould.  Gould worked alongside Sir Charles Darwin, identifying and describing bird and mammal species. Gould's Wattled Bats are as common in wooded areas as they are in urban settings, and are frequently seen at dusk, flying around dams and other watering holes. While some males will choose to roost alone, a colony will often average around 30 bats, with the largest colonies growing to around 200. Interestingly, the female of the species can store fertile sperm for at least 33 days, allowing conception long after mating has occurred. ",,chalinolobus_gouldii_pa553_jw.jpg,,"cute!!!!\
"
31,allysha's Collection,"they are cute and i love history and animals\
",18/02/12 11:08,75,Yellow-tailed Black Cockatoo,Calyptorhynchus funereus,"The Yellow-tailed Black Cockatoo is common across Queensland in well-vegetated areas from the coast to the mountain ranges. This species of bird is also a often seen in Brisbane, moving amongst the parks and gardens throughout the city. With its creaky, high-pitched screeches and chuckling calls, the appearance of the Yellow-tailed Black Cockatoo was once thought to be associated with the coming of rain, hence its occasional moniker, the Rainbird. Their sharp, narrow beaks are well suited to extracting seeds from pine cones or banksias or hooking out wood-boring beetle larvae from deep inside eucalypt or wattle branches.",,calyptorhynchus_funereus_ps108_rv.jpg,,"awwwwww!!!!! FROM LEESHA\
"
32,caass's Collection,,19/02/12 16:09,59,Richmond Birdwing,Ornithoptera richmondia,"The Richmond Birdwing is one of Australia's largest and most spectacular butterflies. The drab-coloured females are huge, with a wingspan of nearly 15 centimetres, but it's the black and metallic green males that are truly eye-catching. The Richmond Birdwing occurs only in rainforest in south-east Queensland and north-east New South Wales. The distribution of the Richmond Birdwing has contracted to less than half its former range due the clearing of rainforest, especially in the lowlands. Programs to replant the food plants of the caterpillars are attempting to reverse the decline of this beautiful butterfly.",,cosmozosteria_subzonata_pj968_jw.jpg,,  LO 
32,caass's Collection,,19/02/12 16:09,66,Dodd Specimen,,"This arrangement of butterflies is part of the F.P. & A.P. Dodd Collection of Tropical Insects. Frederick Parkhurst Dodd (1861-1937) was an iconic figure in Australian entomology, known as the 'Butterfly Man of Kuranda'. The Jezebels (<i>Delias</i> spp.) in this case were collected by his third son, Alan Parkhurst Dodd (1896-1981), also an accomplished entomologist, during trips to New Guinea in 1949, 1955 and 1962. They were arranged to complement his father's original collection.  Jezebels are numerous in the mountains of New Guinea.  Alan pinned the specimens upside down to show their colourful undersides.",,dodd_collection_417b_v1.tif,,
32,caass's Collection,,19/02/12 16:09,67,Bull Shark ,Carcharhinus leucas ,"Bull sharks have a blunt snout, a stocky body and broadly triangular serrated teeth in their upper jaw.  At full maturity, these powerful predators can attain over three metres, and 200 kilograms. The Bull Shark (<i>Carcharhinus leucas</i>) has a diet of bony fish, turtles, birds, squid, other sharks, dolphins and terrestrial mammals (occasionally including humans).  In the murky water, where they are usually found, they often use a testing 'bump and bite' technique before seriously attacking their prey.   Occurring in all tropical to warm temperate seas, Bull Sharks tolerate both salt and fresh water. Juveniles generally head up-river to avoid large sharks and take advantage of abundant food resources.  ",,Carcharhinus leucas_2008-05-07_IBanks.bmp,Ian Banks,
32,caass's Collection,,19/02/12 16:09,73,Double-barred Finch ,Taeniopygia bichenovii,"The dainty Double-barred Finch is a gregarious seed-eating bird found in dry savannah, tropical low grassland and shrubland habitats around northern and eastern Australia.  It breeds in the spring and summer months after the wet season when food is abundant, building an almost spherical nest of dry grass a couple of metres above the ground. This species of small finch is also sometimes referred to as the Bicheno Finch, commemorating James Ebenezer Bicheno, a colonial secretary of Van Diemen's Land, appointed in 1842; or the Owl Finch, due to the dark ring of feathers around its face.",,taeniopygia_bichenovii_gc_db1431.jpg,,
32,caass's Collection,,19/02/12 16:09,77,Sacred Kingfisher ,Todiramphus sanctus,"The loud 'Ek Ek Ek Ek' call of the Sacred Kingfisher can be heard continuously throughout its September to December breeding season. For most of the year, it is solitary in its lifestyle, pairing only to breed, incubate its eggs and care for hatched chicks before they leave the nest. Sacred Kingfisher nests are usually burrowed into a termite mound, a hollow branch or a riverbank, and are excavated by both the male and female parents. A common resident of coastal woodlands, mangroves, wetlands and forests all over Australia, the Sacred Kingfisher forages mainly on land for food, occasionally fishing in water.",,todiramphus_sanctus_gc_da7103_v1.jpg,,
32,caass's Collection,,19/02/12 16:09,78,Spotted-tail Quoll ,Dasyurus maculatus,"The Spotted-tailed Quoll is a nocturnal marsupial found in wet eucalypt forest and rainforest in the north Queensland tablelands and eastern Australia, from south-east Queensland to Tasmania. Due to introduced pests and development, the Spotted-tailed Quoll is almost certainly extinct in metropolitan Brisbane. They are avid hunters and decapitated or throttled birds are usually evidence that Spotted-tailed Quolls have been in pursuit of their prey. They have a distinct big toe on each of their hind feet that lacks a protective nail. They also have a unique call, sounding eerily similar to the short burst of a circular saw starting.",,spec_quoll.jpg,,
32,caass's Collection,,19/02/12 16:09,79,Brush-tailed Phascogale,Phascogale tapoatafa,"The Brush-tailed Phascogale is an agile climber found in bushland and open forests along the Australian coastline.  In Queensland, it is found in small patches from the Cape York Peninsula down to Rockhampton and outer Brisbane.  The Brush-tailed Phascogale sleeps in tree hollows during the day, emerging at night to forage for insects, spiders, nectar and small vertebrates. Mating is frenzied, and male Brush-tailed Phascogales die soon after as a result of stress and over exertion.  Females live for up to three years, but rarely have more than one litter.  After weaning at 20 weeks, males disperse, whereas females settle within the natal range.",,phascogale_tapoatafa_pq119_gc_v1.tif,,
32,caass's Collection,,19/02/12 16:09,83,Common Green Treefrog,Litoria caerulea,"In Queensland, the approach of spring and summer rain is heralded by the croaking of male Green Treefrogs lurking in crevices, rainwater tanks and downpipes trying to attract females.  The Common Green Treefrog is widespread throughout northern and eastern Australia.  Despite the name, their colouring can also be light brown, purple or bright blue.  Their bellies are always white and their irises pale gold.  Mostly nocturnal, the Common Green Treefrog hides in cool, sheltered places to slow evaporative water loss.  They emerge at night and during rain to feed on anything that can be swallowed including small birds, rodents, bats and other frogs.   ",,litoria_caerulea_jw_da0579.jpg,,
32,caass's Collection,,19/02/12 16:09,84,Eastern Sedgefrog,Litoria fallax,"The small green to pale brown Eastern Sedgefrog is found coastally from north Queensland to southern New South Wales and frequents a wide range of habitats, excluding rainforests. They are common in suburban gardens and favour vegetation surrounding water.  Eastern Sedgefrogs lay their eggs in small clumps attached to aquatic vegetation on the surface of the water. Interestingly, the tadpoles grow to about 30 millimetres in length, making them larger in size than the adult frogs, which only grow to about 15 to 25 millimetres. These frogs have a distinctive call, best described as a long 'wreeeek' followed by two 'pips'.",,litoria_fallax_jw_da0533.jpg,,
32,caass's Collection,,19/02/12 16:09,90,Green Turtle,Chelonia mydas ,"The Green Turtle inhabits rocky and coral reefs and inshore sea grass beds in coastal tropical and subtropical waters and feeds mainly on algae, sea grass, mangrove seeds and jellyfish. In eastern Australia, most nesting occurs on islands associated with the Great Barrier Reef. The world's largest Green Turtle nesting aggregation is at Raine Island,north-eastern Queensland. Female Green Turtles lay about 115 eggs several times in a season but may have five year intervals between breeding seasons. Green Turtles grow to a shell length of 125 cm. The adult shell is reddish-brown, mottled with black but juveniles have a distinctive sun-ray pattern.",,chelonia_mydas_nx983_gc.tif,,
