65,Whitewater Rockmaster,Diphlebia lestoides,"There are five species of rockmaster damselflies (<i>Diphlebia</i> spp.), all of which occur in eastern Australia with a single species extending into New Guinea. In Queensland the Whitewater Rockmaster is found only along mountain streams of the extreme south-east. Most damselflies rest with their wings held close together over their abdomens but rockmasters rest with their wings outstretched like dragonflies. The spectacular blue males defend territories along streams, flying low over the water and frequently perching on rocks. Females are dull olive green with black markings. Rockmaster damselfly nymphs are fierce predators living in streams and rivers underneath rocks.",,diphlebia_lestoides_tillyardi_of015_jw.jpg,
66,Dodd Specimen,,"This arrangement of butterflies is part of the F.P. & A.P. Dodd Collection of Tropical Insects. Frederick Parkhurst Dodd (1861-1937) was an iconic figure in Australian entomology, known as the 'Butterfly Man of Kuranda'. The Jezebels (<i>Delias</i> spp.) in this case were collected by his third son, Alan Parkhurst Dodd (1896-1981), also an accomplished entomologist, during trips to New Guinea in 1949, 1955 and 1962. They were arranged to complement his father's original collection.  Jezebels are numerous in the mountains of New Guinea.  Alan pinned the specimens upside down to show their colourful undersides.",,dodd_collection_417b_v1.tif,
67,Bull Shark ,Carcharhinus leucas ,"Bull sharks have a blunt snout, a stocky body and broadly triangular serrated teeth in their upper jaw.  At full maturity, these powerful predators can attain over three metres, and 200 kilograms. The Bull Shark (<i>Carcharhinus leucas</i>) has a diet of bony fish, turtles, birds, squid, other sharks, dolphins and terrestrial mammals (occasionally including humans).  In the murky water, where they are usually found, they often use a testing 'bump and bite' technique before seriously attacking their prey.   Occurring in all tropical to warm temperate seas, Bull Sharks tolerate both salt and fresh water. Juveniles generally head up-river to avoid large sharks and take advantage of abundant food resources.  ",,Carcharhinus leucas_2008-05-07_IBanks.bmp,Ian Banks
68,Snubnose Garfish,Arrhamphus sclerolepis ,"The Snubnose Garfish is valued by both commercial and recreational fishers because of its sweet flesh and value as bait for larger species.  This predominantly coastal species is found close to the surface of freshwater rivers, tidal streams, estuaries and bays in the northern half of Australia and southern Papua New Guinea. The Snubnose Garfish feeds mainly on algae.  They usually spawn in estuaries but are capable of breeding in freshwater if landlocked in dams.    ",,arrhamphus_sclerolepis_nr547_gc.jpg,
69,Agassiz's Glassfish ,Ambassis agassizii,"Agassiz's Glassfish is usually found feeding on small aquatic invertebrates in slow-flowing or still freshwaters. It occurs in creeks and lagoons of coastal streams of Queensland, south of Cairns, as well as the Murray-Darling system. It is considered endangered in New South Wales and extinct in the Victorian portion of the Murray-Darling.  An attractive aquarium fish, their common name is derived from the glass-like transparency of their bodies. During her life, the female <i>Ambassis agassizii</i> will spawn about 2,000 eggs.  They reproduce when water temperatures reaches about 23 degrees celcius, usually between October and December.   ",,ambassis_agassizii_pn578_gc.jpg,
70,Gould's Wattled Bat,Chalinolobus gouldi,"Gould's Wattled Bat is named after famous 19th century English naturalist, John Gould.  Gould worked alongside Sir Charles Darwin, identifying and describing bird and mammal species. Gould's Wattled Bats are as common in wooded areas as they are in urban settings, and are frequently seen at dusk, flying around dams and other watering holes. While some males will choose to roost alone, a colony will often average around 30 bats, with the largest colonies growing to around 200. Interestingly, the female of the species can store fertile sperm for at least 33 days, allowing conception long after mating has occurred. ",,chalinolobus_gouldii_pa553_jw.jpg,
71,Little Red Flying Fox ,Pteropus scapulatus,"A species of bat native to northern and eastern Australia, the Little Red Flying Fox is the smallest of the mainland Australian flying foxes. Little Red Flying Foxes roost very closely together in sites close to ground-level and often in camps belonging to other, larger flying foxes. They are a nomadic species, randomly following waterways and changing the direction of their flight patterns on an almost nightly basis. The diet of the Little Red Flying Fox consists primarily of the nectar and pollen of eucalypt blossoms. It navigates by sight and smell alone and does not echolocate by detecting sound reflection off objects.",,pteropus_scapulatus_pk830_gc_v1.jpg,
72,Night Parrot,Geopsittacus occidentalis,"The Night Parrot is a critically endangered and elusive bird. It is thought to be predominantly terrestrial, flying only when panicked or in search of water. No known sightings of the bird were made between 1912 and 1979, leading to speculation that it was extinct. Since then there have been rare sightings and the exact size of the population is unknown. Queensland Museum has two Night Parrot specimens. The first was discovered as road kill near Boulia in 1990. The most recent animal was discovered in the Diamantina National Park in 2006. A grader driver found the bird decapitated near a barbed wire fence.",,pezoporus_occidentalis_pr452_jw.jpg,
73,Double-barred Finch ,Taeniopygia bichenovii,"The dainty Double-barred Finch is a gregarious seed-eating bird found in dry savannah, tropical low grassland and shrubland habitats around northern and eastern Australia.  It breeds in the spring and summer months after the wet season when food is abundant, building an almost spherical nest of dry grass a couple of metres above the ground. This species of small finch is also sometimes referred to as the Bicheno Finch, commemorating James Ebenezer Bicheno, a colonial secretary of Van Diemen's Land, appointed in 1842; or the Owl Finch, due to the dark ring of feathers around its face.",,taeniopygia_bichenovii_gc_db1431.jpg,
74,Intermediate egret,Ardea intermedia,"Tall and long-legged, the Intermediate Egret is sometimes known as the Plumed Egret or White Heron. The Intermediate Egret eats fish, frogs, crustaceans and insects, and can be spotted year round throughout eastern and northern Australia stalking its prey slowly and methodically in shallow water, including flooded fields. While usually white with a yellow face, the Intermediate Egret's face takes on a pea-green hue during breeding and its beak turns from yellow to red. It also develops fine plumes of loose feathers along its back and breast.",,ardea_intermedia_gc_db0139.jpg,
75,Yellow-tailed Black Cockatoo,Calyptorhynchus funereus,"The Yellow-tailed Black Cockatoo is common across Queensland in well-vegetated areas from the coast to the mountain ranges. This species of bird is also a often seen in Brisbane, moving amongst the parks and gardens throughout the city. With its creaky, high-pitched screeches and chuckling calls, the appearance of the Yellow-tailed Black Cockatoo was once thought to be associated with the coming of rain, hence its occasional moniker, the Rainbird. Their sharp, narrow beaks are well suited to extracting seeds from pine cones or banksias or hooking out wood-boring beetle larvae from deep inside eucalypt or wattle branches.",,calyptorhynchus_funereus_ps108_rv.jpg,
76,Powerful Owl ,Ninox strenua,"Rarely seen in flight, the Powerful Owl averages a massive 65 centimetres in length, has huge talons for hunting and a deep, measured call. It inhabits large but scattered territories around Brisbane and coastal southern Queensland of up to 1000 hectares. The Powerful Owl, sometimes known as the Eagle Owl or Great Scrub Owl, makes its home in forest, scrub, woodlands and pine plantations, roosting in the dense vegetation. Its main prey is medium-sized mammals, including possums, gliders, flying foxes and rats, but it may also feed on small birds and insects from time to time.  ",,ninox_strenua_oe896_gc_v2.jpg,
77,Sacred Kingfisher ,Todiramphus sanctus,"The loud 'Ek Ek Ek Ek' call of the Sacred Kingfisher can be heard continuously throughout its September to December breeding season. For most of the year, it is solitary in its lifestyle, pairing only to breed, incubate its eggs and care for hatched chicks before they leave the nest. Sacred Kingfisher nests are usually burrowed into a termite mound, a hollow branch or a riverbank, and are excavated by both the male and female parents. A common resident of coastal woodlands, mangroves, wetlands and forests all over Australia, the Sacred Kingfisher forages mainly on land for food, occasionally fishing in water.",,todiramphus_sanctus_gc_da7103_v1.jpg,
78,Spotted-tail Quoll ,Dasyurus maculatus,"The Spotted-tailed Quoll is a nocturnal marsupial found in wet eucalypt forest and rainforest in the north Queensland tablelands and eastern Australia, from south-east Queensland to Tasmania. Due to introduced pests and development, the Spotted-tailed Quoll is almost certainly extinct in metropolitan Brisbane. They are avid hunters and decapitated or throttled birds are usually evidence that Spotted-tailed Quolls have been in pursuit of their prey. They have a distinct big toe on each of their hind feet that lacks a protective nail. They also have a unique call, sounding eerily similar to the short burst of a circular saw starting.",,spec_quoll.jpg,
79,Brush-tailed Phascogale,Phascogale tapoatafa,"The Brush-tailed Phascogale is an agile climber found in bushland and open forests along the Australian coastline.  In Queensland, it is found in small patches from the Cape York Peninsula down to Rockhampton and outer Brisbane.  The Brush-tailed Phascogale sleeps in tree hollows during the day, emerging at night to forage for insects, spiders, nectar and small vertebrates. Mating is frenzied, and male Brush-tailed Phascogales die soon after as a result of stress and over exertion.  Females live for up to three years, but rarely have more than one litter.  After weaning at 20 weeks, males disperse, whereas females settle within the natal range.",,phascogale_tapoatafa_pq119_gc_v1.tif,
80,File Clam ,Limaria sp.,"These delicate bivalve molluscs live on the underside of rocks, or under shell rubble in rock pools in the intertidal zone. They usually have a cream or whitish shell and red or pale orange tentacles. Some species, like this one, swim actively by beating their tentacles while rhythmically opening and closing both shell valves. Undoubtedly, this helps them evade certain predators. Other species remain fixed to rocks or coral by organic fibres (byssal threads) produced by the animal. File clams filter-feed on plankton. Handling should be avoided - not because file clams are dangerous but because they are delicate and easily damaged, and their tentacles stick to skin and frequently break off. File Clams occur throughout the Indo-west Pacific.",,loimia_gc_da-1982-e.jpg,
81,Ragged Sea Hare ,Bursatella leachii,"The Ragged Sea Hare is a completely shell-less mollusc that can be found amongst sea grass beds or algae in the shallow water of Moreton Bay. As part of the sea slug group, its common name has nothing to do at all with speed - rather from its appearance when viewed head on, thanks to a large upper pair of tentacles (rhinophores) that look like rabbit ears on top of its head. Interestingly, as a hermaphrodite (having both male and female reproductive organs), the Sea Hare can potentially mate with any other mature member of the same species.",,bursatella_leachii_jw_da_4298_v4_sharpened.jpg,
82,Freshwater Crocodile,Crocodylus johnstoni,"The Freshwater Crocodile is a medium-sized crocodile, growing to around 3 metres in length. In Queensland, this species is found in the coastal rivers, streams and lagoons of the tropical north.  It was first recorded and collected in the upper reaches of the Herbert River in far north Queensland by Sub-inspector Johnstone and was described by Gerard Krefft from the Australian Museum, in the early 1870s. The Freshwater Crocodile eats crustaceans, fish, reptiles, birds and small mammals. Attacks on humans are rare and probably accidental, generally occurring in water with low visibility. These crocodiles will also sometimes ingest Cane Toads with fatal consequences. ",,86_FW Crocnr708.jpg,
83,Common Green Treefrog,Litoria caerulea,"In Queensland, the approach of spring and summer rain is heralded by the croaking of male Green Treefrogs lurking in crevices, rainwater tanks and downpipes trying to attract females.  The Common Green Treefrog is widespread throughout northern and eastern Australia.  Despite the name, their colouring can also be light brown, purple or bright blue.  Their bellies are always white and their irises pale gold.  Mostly nocturnal, the Common Green Treefrog hides in cool, sheltered places to slow evaporative water loss.  They emerge at night and during rain to feed on anything that can be swallowed including small birds, rodents, bats and other frogs.   ",,litoria_caerulea_jw_da0579.jpg,
84,Eastern Sedgefrog,Litoria fallax,"The small green to pale brown Eastern Sedgefrog is found coastally from north Queensland to southern New South Wales and frequents a wide range of habitats, excluding rainforests. They are common in suburban gardens and favour vegetation surrounding water.  Eastern Sedgefrogs lay their eggs in small clumps attached to aquatic vegetation on the surface of the water. Interestingly, the tadpoles grow to about 30 millimetres in length, making them larger in size than the adult frogs, which only grow to about 15 to 25 millimetres. These frogs have a distinctive call, best described as a long 'wreeeek' followed by two 'pips'.",,litoria_fallax_jw_da0533.jpg,
85,Striped Rocket Frog,Litoria nasuta,"The Striped Rocket Frog is found across northern Australia. It is a speedy, streamlined, long-legged species capable of performing towering jumps. It grows to a length of about 45 mm. This species has dark warts and skin folds and a pattern of longitudinal stripes. Striped Rocket Frogs vary in colour from grey to dark brown and usually have white bellies and yellow thighs. Their call consists of two distinctive sounds; a 'cluk cluk cluk' followed by 'wek wek wek'. Striped Rocket Frogs breed in still pools, laying their eggs in clumps on the water's edge.",,litoria_nasuta_jw_da0707.jpg,
86,Cane Toad,Rhinella marina,"In 1935, the Cane Toad was introduced in Queensland to control cane beetles in sugar cane crops. Cane Toads have spread rapidly from their release sites and have now become a pest in their own right. They have a toxic cocktail of substances in their skin and have a large secretory gland behind each ear. These toxins are also present in their body tissues, eggs and tadpoles, and are lethal to most native vertebrates when ingested. Only a few native animals can ingest Cane Toads and survive, amongst these are the Snapping Turtle, Freshwater Snake and Saltwater Crocodile.",,bufo_marinus_mg344.jpg,
87,Thorny Devil,Moloch horridus,"The Thorny Devil, <i>Moloch horridus</i>, is one of 28 species of dragon that occur in Queensland. It grows to about 20 centimetres in length and lives for about 20 years, feeding exclusively on ants. It is highly camouflaged, changing its colour depending on whether it is hot or cold. Covered in thorny, conical spikes and minute channels, the Thorny Devil's armoured skin directs water to its mouth. The Thorny Devil also has a hump on the back of its neck that acts as a 'false head'.  It protects its real head by presenting this to predators.",,moloch_horridus_nv828_gc.jpg,
88,Carpet Snake/Python,Morelia spilota,"Capable of growing to more than 3 metres in length, the Carpet Python is found through large areas of northern, eastern and southern Australia in both rural and metropolitan areas. Carpet Pythons vary regionally in colour pattern but, in south-east Queensland, they are usually olive green with pale, dark-edged blotches. They are active both day and night. Heat-sensory pits along the jaw-line are used for detecting vertebrate prey which can include domestic pets. They are non-venomous but bites from large individuals can result in deep lacerations which should be treated by a doctor.",,morelia_spilota_pi856_jw.jpg,
89,Red-bellied Black Snake,Pseudechis porphyriacus,"The Red-bellied Black Snake is glossy black above with red on its lower flanks and ventral surfaces. It reaches 2 metres in length and is dangerously venomous. Mainly found in south-eastern Australia, with isolated populations occurring in both mid-eastern and north-eastern Queensland, it prefers well watered areas.  It feeds on fish, frogs, small mammals and reptiles but will also eat other snakes, even venomous ones. Red-bellied Black Snakes are highly susceptible to the effects of toad venom and have declined in many areas where Cane Toads occur. Attempts to prey on, or even mouth, toads are generally fatal for the snake.",,pseudechis_porphyriacus_pi871_jw.jpg,
90,Green Turtle,Chelonia mydas ,"The Green Turtle inhabits rocky and coral reefs and inshore sea grass beds in coastal tropical and subtropical waters and feeds mainly on algae, sea grass, mangrove seeds and jellyfish. In eastern Australia, most nesting occurs on islands associated with the Great Barrier Reef. The world's largest Green Turtle nesting aggregation is at Raine Island,north-eastern Queensland. Female Green Turtles lay about 115 eggs several times in a season but may have five year intervals between breeding seasons. Green Turtles grow to a shell length of 125 cm. The adult shell is reddish-brown, mottled with black but juveniles have a distinctive sun-ray pattern.",,chelonia_mydas_nx983_gc.tif,
91,Diprotodon ,Diprotodon optatum ,"This <i>Diprotodon optatum</i> skull, found at Ned's Gully in the eastern Darling Downs of Queensland, is estimated to be around 45,000 years old. Measuring nearly two metres tall, three metres long and weighing over two tonnes, Diprotodon was a massive wombat-like creature that walked with a pigeon-toed gait. Diprotodon was the world's largest marsupial, and part of the unique species called megafauna that lived after the age of dinosaurs, 1.6 to 40,000 million years ago. The name megafauna means 'large animal' and that's exactly what they were -gigantic versions of many of the animals we see today.",,Diprotodon. 007.jpg,
92,Greater Bilby,Macrotis lagotis,"The Greater Bilby once inhabited over 70 percent of the mainland Australia.  Pushed out by livestock, rabbits, cats and foxes, the Greater Bilby is now a vulnerable species. It is found in isolated pockets of Spinifex grassland in the dry areas of south-western Queensland, the Tanami Desert of the Northern Territory and the Greater Sandy and Gibson Deserts of Western Australia. These small, nocturnal, ground-dwelling marsupials use their strong front legs and sharp claws to build long underground burrows and dig up food such as termites, witchetty grubs, spiders and bush onion.  Their long rabbit-like ears make them a popular Australian-version of the Easter Bunny.",,macrotis_lagotis_pa306_bc.tif,
93,Giant Centipede,Ethmostigmus rubripes,"The Giant Centipede is a fast and agile predator, capable of administering nasty bites from its large poisonous, fang-like claws, which are actually the centipede's first pair of legs, modified as a weapon.  In contrast to the dangerous first pair, the last pair of a centipede's legs trail behind the body and are both sensory and hooked for grip. Interestingly, all adult centipedes, including the Giant Centipede, have an odd number of leg pairs. The Giant Centipede can grow up to 13.5 centimetres in length and can vary in colour from dark brown, to green-brown, or orange to yellow. ",,Ethmostigmus rubripes chilopoda_sp_mt930_bc.jpg,
94,Kangaroo (Pleistocene),Procoptodon Goliah,"Standing three metres tall and weighing over 200 kilograms <i>Procoptodon goliah<i> was the heaviest kangaroo to have ever lived.  They survived until 40,000 - 30,000 years ago.  Their front paws had two extra-long, clawed fingers resembling a grappling hook.  They would have used these claws and their long arms to pull down branches from tall trees to feed on leaves  ",,Procoptodon_01.jpg,
95,Titanosaur vertebra fossil ,Titanosaur sp.,"<i>Wintonotitan wattsi</i> was a large plant-eating dinosaur with a long neck, long tail and elephant-like legs. Weighing up to 20 tonnes, these animals were the largest land-based animals to have ever walked the Australian outback. <i>Wintonotitan</i> is one of many new species of titanosaur sauropod dinosaurs to have been discovered in outback Queensland in the last decade",,Titanosaur.jpg,
96,Ichthyosaur,Platypterygius longmani ,"This spectacular skull and partial skeleton of <i>Platypterygius longmani</i> was found on Dunluce Station near Hughenden, Queensland in 1935. <i>Platypterygius longmani</i> is a species of ichthyosaur-a large dolphin-like marine reptile that lived in the Eromanga Sea of central and western Queensland between 110 and 105 million years ago.  They had four broad flippers and a powerful, vertically positioned tail that propelled them through the water at great speeds.  ",,platypterygius_longmani_oc801_v1.tif,
97,Short-legged Velvet Mites,Trombidioidea,"Despite their abundance and diversity, most people are blissfully unaware that mites, including the Short-legged Velvet Mite (Trombidioidea), exist almost everywhere around them. Mites, and their parasitic cousins, ticks, are the largest group in the eight-legged arachnid group but the smallest in size. Most of the 45,000 plus species measure less than 1 millimetre in length. Many mites are intricately patterned and camouflaged, and can live in the most incredible places on animals, including; the lungs of snakes, the glands of turtles, in the breathing tubes of bees, eyeballs of bats, ears of moths, and inside the quills of birds.",,trombidioidea_og605_jw_LC_etched.jpg,
98,Grey Huntsman Spider,Holconia immanis,"One of Australia's largest spiders, these magnificent creatures easily span an average human hand. In nature, they emerge from under the bark of trees at night and hunt on these expansive vertical surfaces with great agility. The spiders have easily adapted to our houses and are attracted onto roughly idling vehicles (e.g. diesel 4WD cars) where they run on the inside of the windscreen as the car picks up speed. Here the panic and fear set up by their large size and apparently erratic behaviour often causes accidents. Nevertheless, they tend not to bite so readily as other Huntsmen.",,Holconia_immanis_pk200.tif,
99,Dugong (Sea Cow),Dugong dugon,"Easily identified by their distinctive trunk-like upper lip, Dugongs grow to approximately three metres long, and weigh between 200 and 400 kilograms at full maturity.  Dugongs feed on seagrasses and occasionally sea squirts.  During their long life (sometimes 70 years!) females give birth only a few times.  A significant proportion of the world's Dugong population is found in the warm waters off the Queensland Coast from the Gulf of Carpentaria, along the Great Barrier Reef down to Moreton Bay.  While no longer hunted, Dugongs are threatened with numbers declining as a result of habitat loss, boat propeller strikes and entanglement and drowning in gill-nets.",,db4957.tif,
100,"Toowoomba Funnelweb, female attacking with venom drops",Hadronyche infensa,"Funnelwebs, including the Toowoomba Funnelweb, <i>Hadronyche infensa</i>, are the most dangerous of all spiders in the world and prove fatal to humans, with the fastest death occurring in as little as 15 minutes from the time of the bite. Because primates were not alive when Funnelweb venom developed around 40 million years ago, its toxicity to humans is a coincidence in evolution. In contrast, the very same venom which can kill a man is completely harmless to dogs, cats, mice and guinea pigs. Identification requires careful examination of a preserved specimen as live examination is too dangerous, except by experts.",,hadronyche_infensa_nk164_bc.tif,
101,Rhoetosaurus hind foot fossil ,Rhoetosaurus brownei,"<i>Rhoetosaurus brownei</i> is Australia's oldest known dinosaur skeleton.  It lived in Australia during the middle Jurassic period, about 180 million years ago.  This herbivorous dinosaur is known from a partial skeleton discovered by Arthur Browne on Durham Downs Station near the town of Roma, Queensland in 1924.  In 1975, a complete right hind foot was discovered by Queensland Museum palaeontologists Dr Mary Wade (1928-2005) and Dr Alan Bartholomai. To date, no forelimb or skull remains of this species have been found. <i>Rhoetosaurus</i> was about 12 m long.  These herbivores might have travelled in herds.  ",,Rhoetosaurus 036.tif,
102,Common Stingaree,Trygonoptera testacea,"The Common Stingaree is one of 29 species of stingray occurring in the shallow tidal flats and seabeds of Queensland. The base of their tails are armed with barbed stinging spines covered in mucus and skin which, when disturbed, release a potent venom. Stingrays will often move close inshore on the rising tide to feed on small fish, crabs, yabbies and worms. Lying motionless and partially buried in sediment, the stingray thrusts its tail upward if trodden on, sometimes with such force that it will leave the broken barbed spine embedded in the victim, oozing venom into the wound.\
\
",,Trygonoptera testacea_IB1354.jpg,Ian Banks
103,Spiny-tailed Monitor,Varanus acanthurus,"The Spiny-tailed Monitor is one of 19 monitor species occurring in Queensland. It dwells in rock crevices and takes its name from its powerful, spiny tail which readily distinguishes it from most other monitors. All monitors have long, forked tongues and strong, curved teeth and walk with a swaggering gait. Like all monitors, this species is carnivorous and opportunistic and will consume anything it can overpower. Monitors are also scavengers and it is not unusual to see some of the larger species emerging from the carcasses of dead cattle or other livestock where they have been feeding on decaying flesh.  \
\
",,Varanus_acanthurus_IMG_4136.JPG,
104,Galloways Grasshopper Egg Parasite,Scelio gallowayi,"Species of <i>Scelio</i> are minute wasps, about 3-5 mm in length, whose larvae develop as parasites within the eggs of locusts and related grasshoppers. Female <i>Scelio</i> wasps deposit their eggs inside those of the grasshopper using an elongate, telescopic egg-laying tube called an ovipositor. Only one wasp develops inside each grasshopper egg. Australia has around 60 species including <i>Scelio gallowayi</i> which is widespread in coastal Queensland. This species was named in honour of Dr Ian Galloway, CEO of the Queensland Museum, who previously worked on the taxonomy of this group of wasps.",,T99239_Scelio_gallowayi_edit.JPG,
105,Bony Bream,Nematalosa erebi,"The Bony Bream is abundant in freshwater and brackish habitats across northern Australia, in both coastal and inland drainages. They can be found in shoals close to the bottom of slow-flowing rivers, lakes and dams, where they feed on algae and detritus. Bony Bream are capable of tolerating extremes of temperature and salinity. The young are an important food source for numerous predatory species such as Murray Cod, Golden Perch and Barramundi.  Sometimes referred to as Bony Herring, they average around 20 centimetres in length, but are known to grow to a maximum of 47 centimetres. ",,nematalosa_erebi_nr684_bc.jpg,
106,Coxen's Double-eyed Fig-parrot,Cyclopsitta diophthalma coxeni,"The decline of the critically endangered Coxen's Double-eyed Fig-parrot, a subspecies of the eastern Australian Double-eyed Fig-parrot, was first reported in the early 1920s. These small green birds were once abundant in the Gympie region, Blackall Range, Enoggera and in the Brookfield Scrubs, where local rainforests were rich with native figs. Clearing of the fig-filled lowland rainforests of south-east Queensland and northern New South Wales has had a devastating impact on the population of this species. It is listed as endangered, not only by the Queensland and New South Wales Governments, but also under the Commonwealth Environment Protection and Biodiversity Conservation Act.",,Coxens_Fig_Parrot.jpg,
107,Desert Scorpion,Urodacus yaschenkoi,"The Desert Scorpion is an impressively large species of scorpion, often growing to an extraordinary 120 millimetres in length. Scorpions, with their sharp, pincer-like claws and long stinging tail, are one of the most easily recognised members of the eight-legged arachnid group. There are 43 described species of scorpion in Australia, including the common Desert Scorpion, and while all are capable of administering stings, none are highly venomous.  Despite the hefty size of the Desert Scorpion, its venom is among the weakest of the Australian species. It builds spiralled burrows to shelter from the harsh and varying weather.",,urodacus_manicatus_ns843_jw_v1.jpg,
108,Northern Coastal Tarantula,Phlogius crassipes,"Australian Tarantulas are large, hairy spiders which make a fine hissing sound, hence their other common name, Whistling Spiders. This species occurs naturally in coastal east Queensland. They have substantial hair pads on their legs and feet, allowing them to easily scale glass and other smooth surfaces, such as plastic walls. There are seven described species of tarantula in Australia and many can be found in rainforests and moist gullies, or sheltering in cooler spots in open forest.  This genus of tarantula includes large fast-growing spiders which are highly regarded as pets.",,phlogius_crassipes_pk048_jw.tif,
109,Christmas Tree Worm,Spirobranchus giganteus,"Christmas Tree Worms are aptly named for the two distinct Christmas tree-shaped spirals that are the most easily distinguished parts of the worm's form. These crowns are actually highly developed, protruding structures that enable the worm to trap its tiny prey and move it directly toward the mouth, via a number of feathery tentacles. Commonly found embedded in heads of massive coral, the Christmas Tree Worm secretes a substance that forms a tube around its body. Because it does not leave the tube it creates, the Christmas Tree Worm lacks any specialised appendages for movement or swimming. ",,Spirobranchus giganteus_db2643.jpg,
110,Paralysis Tick,Ixodes holocyclus,"The body of the adult Paralysis Tick can expand anywhere between 200 to 600 times its weight to accommodate large volumes of blood.  To find a host, the tick climbs through leaves and shrubbery searching for a prime position, ready to latch on as soon as a host comes into reach.  Males rarely feed on a host, preferring instead to drink directly from a female.  While the saliva of a Paralysis Tick contains an anti-coagulant, it also contains toxins that have the capacity to paralyse and ultimately kill its host.  Native animals, such as koalas and echidnas, have become immune to these toxins.",,ixodes_holocyclus_og946_jw.jpg,
111,Brisbane Tube Spider,Arbanitis longipes,"The Brisbane Trapdoor is a ground hunting spider that lives in earth burrows most commonly along embankments where there is little leaf litter.  Their carefully-crafted burrows are lined with a silk stocking and can extend up to 40 centimetres.  Despite the name Brisbane Trapdoor, their burrows are door-less.  Instead, their entrance is  lined with dead leaves bound with silk and completely open.  As the name suggests, the Brisbane Trapdoor is found in Brisbane and in coastal areas along the border of Queensland and New South Wales.  No bites have been recorded and the Brisbane Trapdoor is not believed to be dangerous.",,arbanitis_longipes_pa057_jw.jpg,
112,Orange Tube Coral,Tubastrea faulkneri,"<i>Tubastrea</i> corals do not have the zooxanthellae (dinoflagellate) symbiosis common to reef-building corals. They are predators that capture their prey using their large fleshy tentacle-like polyps (yellow-orange) that emerge from distinctive corallites (ranging from pink to green), to catch plankton or other invertebrates that come into contact with them. They mostly live in sheltered habitats such as caves in the shallows, but can also live in deeper waters because they do not depend on sunlight and photosynthesis for their nutrition. They are probably the most photographed coral worldwide, with this species distributed throughout the tropical to subtropical Indo-West Pacific.",,Tubastrea_faulkneri_db4752.jpg,
113,Short-quill Sea Pen,Virgularia gustaviana,"This pretty coral resembles an old fashioned feather quill.  Found in large numbers in shallow pools on sandy mudflats, each Short-quill Sea Pen is comprised of many individual polyps living together as a colony.  At the base of its central stalk is a narrow foot covered by a pale brown muscle which can pull the entire body underground very rapidly. It emerges only at night, retracting into the sand during the day or when disturbed. The Short-quill Sea Pen is found throughout northern Australia and the Indo-Pacific Ocean from South Africa to Japan.  It is one of about 300 known sea pen species.",,Virgularia_gustaviana_nt874.tif,
114,Compressed Fiddler Crab,Uca coarctata,"The male <i>Uca coarctata</i> is easily identified by their oversized red-orange fiddle claw or cheliped which weighs a whopping 65 percent of its total body mass. This cheliped is used by males in courtship rituals to attract females and signify their intent to competitors.  To eat, they move their smaller claw from ground to mouth across the cheliped.  This action appears like they are playing their large claw like a violin or fiddle, hence the common name 'fiddler crab'. Confirmed detrivores, the Compressed Fiddler Crab eats by sifting through sediment searching and eating anything edible (such as algae, fungi or decaying detritus).",,uca_coarctata_nx731.jw.tif,
115,Peppermint Stick Insect,Megacrania batesii,"These blue-green stick insects live among and feed on the spiky leaves of Pandanas palms. When disturbed they spray a peppermint-smelling, milky substance from glands on their thorax and retreat down to the prickly protection of bases of the Pandanas leaves. In Australia, Peppermint Stick Insects are found in only a few coastal rainforests in far north Queensland from Cape Tribulation to just south of Innnisfail. In Australia, males have been found only in populations from Cape Tribulation. Both sexes have wings but cannot fly. To find a Peppermint Stick Insect, search for chewed Pandanas leaves covered in frass (droppings).",,megacrania_batesi_jw_da7320_v1.jpg,
116,Green Tree Ant,Oecophylla smaragdina,"These ants are common in tropical coastal areas of northern and eastern Australia and are also widespread in Asia. Green Tree Ants build their nests in trees using living leaves. The ants form large chain-gangs pulling leaves together before joining them using silk produced by the larvae. As a colony grows, the nest expands. Eventually a 'breakaway' group of ants will leave the original nest to create a satellite nest nearby. A mature colony can contain half a million ants living in 150 nests across 12 trees.",,oecophylla_smaragdina_pb754_jw.tif,
117,Christmas Beetle,Anoplognathus boisduvalli,"Often heralding the arrival of the festive season, Christmas beetles often appear en masse in late spring and early summer. There are 34 Australian species of Christmas beetles (species of <i>Anoplognathus</i>). They come in a variety of colours, including iridescent greens and golds, and many species wouldn't look out of place on a Christmas tree. When they are in large numbers Christmas beetles can completely defoliate trees in a short-time. Repeated outbreaks of beetles over a number of years can even result in the death of trees.",,anoplognathus_boisduvali_nq262_jw.jpg,
118,Ulysses Butterfly,Papilio ulysses,"The Ulysses Butterfly is one of the iconic insects of north Queensland. It is restricted to rainforest and is especially common in the wet mountains. In flight it is visible from hundreds of metres away as a series of bright blue flashes. When resting with its dark brown wing undersides showing it is very difficult to detect amongst the deep shadows of the rainforest. Male Ulysses Butterflies are attracted to blue objects, mistaking them for a female. Try wearing a bright blue hat in the north Queensland rainforest and you may be lucky enough to entice a male down.",,papilio_ulysses_nu309_jw_LC_etched.jpg,
